"Claim_ID","Customer_ID","Vehicle_ID","Claim_Amount","Claim_Date","Claim_Type"
"4272","336868","336868","10000","2025-03-21","1"
"4273","678948","678948","10000","2025-04-28","1"
"4274","721130","721130","10000","2025-01-06","1"
"4275","180339","180339","10000","2025-04-07","1"
"4276","341635","341635","10000","2025-05-28","1"
"4277","494775","494775","10000","2025-11-28","1"
"4278","262288","262288","10000","2025-05-28","1"
"4279","164176","164176","10000","2025-03-21","1"
"4280","1954","1954","10000","2025-12-28","1"
"4281","824250","824250","10000","2025-02-20","1"
"4282","275948","275948","10000","2025-04-21","1"
"4283","671160","671160","10000","2025-11-14","1"
"4284","583152","583152","10000","2025-10-07","1"
"4285","707003","707003","10000","2025-05-07","1"
"4286","729688","729688","10000","2025-04-21","1"
"4287","87263","87263","10000","2025-07-07","1"
"4288","806289","806289","10000","2025-01-20","1"
"4289","962438","962438","10000","2025-01-20","1"
"4290","639508","639508","10000","2025-10-21","1"
"4291","3434","3434","10000","2025-12-07","1"
"4292","435095","435095","10000","2025-02-06","1"
"4293","780791","780791","10000","2025-04-28","1"
"4294","575686","575686","10000","2025-04-14","1"
"4295","245572","245572","10000","2025-11-07","1"
"4296","539132","539132","10000","2025-12-28","1"
"4297","392521","392521","10000","2025-04-14","1"
"4298","289780","289780","10000","2025-12-21","1"
"4299","564814","564814","10000","2025-07-14","1"
"4300","58863","58863","10000","2025-05-14","1"
"4301","928794","928794","10000","2025-12-28","1"
"4302","934993","934993","10000","2025-02-06","1"
"4303","398071","398071","10000","2025-06-28","1"
"4304","810076","810076","10000","2025-01-27","1"
"4305","56587","56587","10000","2025-10-28","1"
"4306","570930","570930","10000","2025-09-28","1"
"4307","596985","596985","10000","2025-07-14","1"
"4308","909643","909643","10000","2025-01-13","1"
"4309","734296","734296","10000","2025-09-28","1"
"4310","351320","351320","10000","2025-03-07","1"
"4311","758447","758447","10000","2025-09-07","1"
"4312","151221","151221","10000","2025-07-21","1"
"4313","114115","114115","10000","2025-09-07","1"
"4314","416448","416448","10000","2025-05-14","1"
"4315","614575","614575","10000","2025-08-07","1"
"4316","140185","140185","10000","2025-06-07","1"
"4317","418813","418813","10000","2025-08-07","1"
"4318","801929","801929","10000","2025-02-20","1"
"4319","504969","504969","10000","2025-05-21","1"
"4320","586111","586111","10000","2025-09-07","1"
"4321","235183","235183","10000","2025-02-27","1"
"4322","224554","224554","10000","2025-06-28","1"
"4323","880313","880313","10000","2025-10-07","1"
"4324","130425","130425","10000","2025-08-07","1"
"4325","65912","65912","10000","2025-07-28","1"
"4326","588090","588090","10000","2025-03-07","1"
"4327","641524","641524","10000","2025-01-13","1"
"4328","678814","678814","10000","2025-10-07","1"
"4329","761625","761625","10000","2025-08-28","1"
"4330","337048","337048","10000","2025-09-07","1"
"4331","529007","529007","10000","2025-03-21","1"
"4332","198487","198487","10000","2025-09-14","1"
"4333","297577","297577","10000","2025-08-07","1"
"4334","247557","247557","10000","2025-01-27","1"
"4335","810","810","10000","2025-07-28","1"
"4336","50332","50332","10000","2025-10-28","1"
"4337","730161","730161","10000","2025-09-07","1"
"4338","846594","846594","10000","2025-04-07","1"
"4339","239568","239568","10000","2025-02-06","1"
"4340","188128","188128","10000","2025-08-14","1"
"4341","476306","476306","10000","2025-11-28","1"
"4342","836610","836610","10000","2025-09-07","1"
"4343","676733","676733","10000","2025-06-21","1"
"4344","449474","449474","10000","2025-04-21","1"
"4345","475549","475549","10000","2025-11-28","1"
"4346","225442","225442","10000","2025-01-20","1"
"4347","92745","92745","10000","2025-10-07","1"
"4348","162888","162888","10000","2025-02-06","1"
"4349","108863","108863","10000","2025-03-28","1"
"4350","446371","446371","10000","2025-12-07","1"
"4351","948544","948544","10000","2025-06-07","1"
"4352","712880","712880","10000","2025-09-07","1"
"4353","448499","448499","10000","2025-09-07","1"
"4354","743846","743846","10000","2025-03-28","1"
"4355","723221","723221","10000","2025-09-21","1"
"4356","325766","325766","10000","2025-07-14","1"
"4357","797008","797008","10000","2025-08-28","1"
"4358","889997","889997","10000","2025-11-07","1"
"4359","258343","258343","10000","2025-03-07","1"
"4360","658832","658832","10000","2025-08-28","1"
"4361","469872","469872","10000","2025-09-07","1"
"4362","45327","45327","10000","2025-10-07","1"
"4363","497488","497488","10000","2025-12-14","1"
"4364","390607","390607","10000","2025-07-28","1"
"4365","73443","73443","10000","2025-03-28","1"
"4366","855917","855917","10000","2025-04-14","1"
"4367","628691","628691","10000","2025-03-21","1"
"4368","343780","343780","10000","2025-08-28","1"
"4369","471633","471633","10000","2025-09-21","1"
"4370","12309","12309","10000","2025-05-07","1"
"4371","757162","757162","10000","2025-08-14","1"
"4372","448869","448869","10000","2025-10-21","1"
"4373","308034","308034","10000","2025-01-13","1"
"4374","417122","417122","10000","2025-12-21","1"
"4375","931118","931118","10000","2025-06-14","1"
"4376","600795","600795","10000","2025-06-28","1"
"4377","940794","940794","10000","2025-06-07","1"
"4378","642510","642510","10000","2025-06-14","1"
"4379","972884","972884","10000","2025-03-21","1"
"4380","935428","935428","10000","2025-06-21","1"
"4381","314474","314474","10000","2025-03-14","1"
"4382","498088","498088","10000","2025-04-28","1"
"4383","937112","937112","10000","2025-09-07","1"
"4384","391688","391688","10000","2025-12-28","1"
"4385","301963","301963","10000","2025-12-28","1"
"4386","196832","196832","10000","2025-05-14","1"
"4387","470883","470883","10000","2025-01-27","1"
"4388","598630","598630","10000","2025-09-14","1"
"4389","67217","67217","10000","2025-05-14","1"
"4390","506230","506230","10000","2025-10-14","1"
"4391","149797","149797","10000","2025-05-28","1"
"4392","254790","254790","10000","2025-01-20","1"
"4393","721124","721124","10000","2025-06-28","1"
"4394","313075","313075","10000","2025-11-21","1"
"4395","207072","207072","10000","2025-01-27","1"
"4396","822047","822047","10000","2025-12-28","1"
"4397","735346","735346","10000","2025-05-21","1"
"4398","624881","624881","10000","2025-07-07","1"
"4399","788444","788444","10000","2025-10-14","1"
"4400","146143","146143","10000","2025-02-06","1"
"4401","602411","602411","10000","2025-04-14","1"
"4402","194015","194015","10000","2025-12-14","1"
"4403","510895","510895","10000","2025-11-14","1"
"4404","695691","695691","10000","2025-10-28","1"
"4405","844766","844766","10000","2025-03-14","1"
"4406","603803","603803","10000","2025-04-21","1"
"4407","922920","922920","10000","2025-03-21","1"
"4408","994146","994146","10000","2025-08-07","1"
"4409","535405","535405","10000","2025-12-28","1"
"4410","358628","358628","10000","2025-02-06","1"
"4411","471248","471248","10000","2025-02-06","1"
"4412","12217","12217","10000","2025-11-07","1"
"4413","652553","652553","10000","2025-06-21","1"
"4414","580139","580139","10000","2025-04-07","1"
"4415","916459","916459","10000","2025-11-21","1"
"4416","986120","986120","10000","2025-07-07","1"
"4417","636396","636396","10000","2025-10-14","1"
"4418","611987","611987","10000","2025-06-28","1"
"4419","184635","184635","10000","2025-07-28","1"
"4420","949379","949379","10000","2025-04-07","1"
"4421","149702","149702","10000","2025-03-28","1"
"4422","484571","484571","10000","2025-03-07","1"
"4423","620099","620099","10000","2025-02-13","1"
"4424","898746","898746","10000","2025-08-28","1"
"4425","516641","516641","10000","2025-10-28","1"
"4426","141385","141385","10000","2025-02-27","1"
"4427","213761","213761","10000","2025-04-14","1"
"4428","623719","623719","10000","2025-10-07","1"
"4429","946912","946912","10000","2025-01-13","1"
"4430","612300","612300","10000","2025-09-14","1"
"4431","810157","810157","10000","2025-08-07","1"
"4432","287868","287868","10000","2025-10-21","1"
"4433","120918","120918","10000","2025-05-07","1"
"4434","782003","782003","10000","2025-04-21","1"
"4435","488413","488413","10000","2025-04-21","1"
"4436","733750","733750","10000","2025-04-07","1"
"4437","567008","567008","10000","2025-08-28","1"
"4438","539618","539618","10000","2025-02-06","1"
"4439","162868","162868","10000","2025-01-06","1"
"4440","429538","429538","10000","2025-03-21","1"
"4441","375251","375251","10000","2025-05-21","1"
"4442","285759","285759","10000","2025-05-14","1"
"4443","922654","922654","10000","2025-02-06","1"
"4444","820320","820320","10000","2025-08-07","1"
"4445","4957","4957","10000","2025-11-28","1"
"4446","896588","896588","10000","2025-01-06","1"
"4447","361081","361081","10000","2025-05-21","1"
"4448","390675","390675","10000","2025-09-21","1"
"4449","413646","413646","10000","2025-02-27","1"
"4450","62235","62235","10000","2025-07-14","1"
"4451","313198","313198","10000","2025-12-14","1"
"4452","96493","96493","10000","2025-12-21","1"
"4453","88686","88686","10000","2025-07-07","1"
"4454","763451","763451","10000","2025-01-06","1"
"4455","108870","108870","10000","2025-06-28","1"
"4456","264139","264139","10000","2025-05-28","1"
"4457","459479","459479","10000","2025-09-28","1"
"4458","328626","328626","10000","2025-04-07","1"
"4459","542369","542369","10000","2025-09-21","1"
"4460","458309","458309","10000","2025-12-14","1"
"4461","422707","422707","10000","2025-03-21","1"
"4462","340294","340294","10000","2025-07-07","1"
"4463","457797","457797","10000","2025-01-06","1"
"4464","278707","278707","10000","2025-08-28","1"
"4465","735350","735350","10000","2025-11-28","1"
"4466","147306","147306","10000","2025-12-07","1"
"4467","572568","572568","10000","2025-12-07","1"
"4468","574763","574763","10000","2025-03-21","1"
"4469","80946","80946","10000","2025-12-14","1"
"4470","503419","503419","10000","2025-04-21","1"
"4471","881827","881827","10000","2025-07-07","1"
"4472","312181","312181","10000","2025-04-28","1"
"4473","934388","934388","10000","2025-07-07","1"
"4474","688002","688002","10000","2025-08-07","1"
"4475","390613","390613","10000","2025-06-21","1"
"4476","874776","874776","10000","2025-11-21","1"
"4477","390849","390849","10000","2025-03-14","1"
"4478","275667","275667","10000","2025-06-07","1"
"4479","923099","923099","10000","2025-02-20","1"
"4480","59507","59507","10000","2025-04-07","1"
"4481","17810","17810","10000","2025-09-07","1"
"4482","192133","192133","10000","2025-03-28","1"
"4483","624173","624173","10000","2025-08-14","1"
"4484","280326","280326","10000","2025-06-14","1"
"4485","721105","721105","10000","2025-04-07","1"
"4486","163958","163958","10000","2025-05-21","1"
"4487","928916","928916","10000","2025-04-28","1"
"4488","122318","122318","10000","2025-09-14","1"
"4489","821714","821714","10000","2025-11-14","1"
"4490","631416","631416","10000","2025-12-21","1"
"4491","67984","67984","10000","2025-04-28","1"
"4492","152477","152477","10000","2025-04-21","1"
"4493","475981","475981","10000","2025-12-14","1"
"4494","689177","689177","10000","2025-01-27","1"
"4495","506921","506921","10000","2025-12-14","1"
"4496","946201","946201","10000","2025-05-28","1"
"4497","703554","703554","10000","2025-05-07","1"
"4498","980506","980506","10000","2025-11-14","1"
"4499","864567","864567","10000","2025-05-14","1"
"4500","565509","565509","10000","2025-02-20","1"
"4501","885779","885779","10000","2025-05-21","1"
"4502","187839","187839","10000","2025-10-07","1"
"4503","177627","177627","10000","2025-06-14","1"
"4504","372121","372121","10000","2025-05-21","1"
"4505","572127","572127","10000","2025-04-14","1"
"4506","984468","984468","10000","2025-04-21","1"
"4507","953312","953312","10000","2025-11-28","1"
"4508","919509","919509","10000","2025-04-07","1"
"4509","141905","141905","10000","2025-09-21","1"
"4510","503189","503189","10000","2025-02-06","1"
"4511","368939","368939","10000","2025-04-07","1"
"4512","771093","771093","10000","2025-08-07","1"
"4513","231840","231840","10000","2025-05-14","1"
"4514","1424","1424","10000","2025-07-14","1"
"4515","152862","152862","10000","2025-02-13","1"
"4516","462874","462874","10000","2025-08-21","1"
"4517","752595","752595","10000","2025-10-21","1"
"4518","849666","849666","10000","2025-11-14","1"
"4519","253012","253012","10000","2025-08-21","1"
"4520","269482","269482","10000","2025-09-21","1"
"4521","562587","562587","10000","2025-02-13","1"
"4522","96174","96174","10000","2025-08-14","1"
"4523","218393","218393","10000","2025-04-14","1"
"4524","333269","333269","10000","2025-02-13","1"
"4525","294181","294181","10000","2025-12-21","1"
"4526","139978","139978","10000","2025-11-07","1"
"4527","719242","719242","10000","2025-04-07","1"
"4528","191933","191933","10000","2025-12-21","1"
"4529","602020","602020","10000","2025-02-27","1"
"4530","224594","224594","10000","2025-05-21","1"
"4531","897984","897984","10000","2025-10-21","1"
"4532","434634","434634","10000","2025-06-14","1"
"4533","111591","111591","10000","2025-11-07","1"
"4534","279203","279203","10000","2025-03-21","1"
"4535","515957","515957","10000","2025-09-28","1"
"4536","189437","189437","10000","2025-08-14","1"
"4537","279838","279838","10000","2025-03-07","1"
"4538","732389","732389","10000","2025-10-28","1"
"4539","761675","761675","10000","2025-11-21","1"
"4540","844809","844809","10000","2025-02-13","1"
"4541","84135","84135","10000","2025-03-21","1"
"4542","618915","618915","10000","2025-07-28","1"
"4543","594912","594912","10000","2025-01-27","1"
"4544","456707","456707","10000","2025-05-28","1"
"4545","242568","242568","10000","2025-08-07","1"
"4546","834667","834667","10000","2025-05-21","1"
"4547","706578","706578","10000","2025-07-28","1"
"4548","988520","988520","10000","2025-12-07","1"
"4549","256650","256650","10000","2025-08-14","1"
"4550","712666","712666","10000","2025-04-21","1"
"4551","525884","525884","10000","2025-09-28","1"
"4552","249456","249456","10000","2025-09-21","1"
"4553","785722","785722","10000","2025-11-28","1"
"4554","774011","774011","10000","2025-09-21","1"
"4555","183002","183002","10000","2025-03-14","1"
"4556","685821","685821","10000","2025-04-21","1"
"4557","580586","580586","10000","2025-11-14","1"
"4558","727154","727154","10000","2025-01-13","1"
"4559","839830","839830","10000","2025-12-21","1"
"4560","394745","394745","10000","2025-04-14","1"
"4561","85875","85875","10000","2025-10-21","1"
"4562","724710","724710","10000","2025-08-21","1"
"4563","406758","406758","10000","2025-09-21","1"
"4564","758297","758297","10000","2025-01-13","1"
"4565","362393","362393","10000","2025-05-07","1"
"4566","77480","77480","10000","2025-03-28","1"
"4567","829969","829969","10000","2025-10-28","1"
"4568","30872","30872","10000","2025-05-14","1"
"4569","421648","421648","10000","2025-03-28","1"
"4570","374340","374340","10000","2025-10-07","1"
"4571","347518","347518","10000","2025-03-28","1"
"4572","690693","690693","10000","2025-03-28","1"
"4573","303333","303333","10000","2025-05-14","1"
"4574","610305","610305","10000","2025-03-21","1"
"4575","96545","96545","10000","2025-09-21","1"
"4576","829085","829085","10000","2025-07-21","1"
"4577","281878","281878","10000","2025-08-28","1"
"4578","662152","662152","10000","2025-12-07","1"
"4579","74925","74925","10000","2025-07-07","1"
"4580","38659","38659","10000","2025-08-07","1"
"4581","495829","495829","10000","2025-04-07","1"
"4582","355276","355276","10000","2025-11-21","1"
"4583","21472","21472","10000","2025-04-28","1"
"4584","118578","118578","10000","2025-06-21","1"
"4585","426108","426108","10000","2025-03-14","1"
"4586","150731","150731","10000","2025-01-20","1"
"4587","82688","82688","10000","2025-12-14","1"
"4588","315856","315856","10000","2025-08-07","1"
"4589","957479","957479","10000","2025-01-13","1"
"4590","771167","771167","10000","2025-07-28","1"
"4591","232620","232620","10000","2025-06-07","1"
"4592","60584","60584","10000","2025-07-28","1"
"4593","27209","27209","10000","2025-07-07","1"
"4594","852764","852764","10000","2025-10-07","1"
"4595","203012","203012","10000","2025-12-21","1"
"4596","774382","774382","10000","2025-05-28","1"
"4597","473556","473556","10000","2025-11-28","1"
"4598","349209","349209","10000","2025-11-14","1"
"4599","144694","144694","10000","2025-03-14","1"
"4600","465559","465559","10000","2025-08-21","1"
"4601","50796","50796","10000","2025-04-21","1"
"4602","57241","57241","10000","2025-07-21","1"
"4603","754801","754801","10000","2025-09-14","1"
"4604","273118","273118","10000","2025-12-28","1"
"4605","908765","908765","10000","2025-09-14","1"
"4606","193616","193616","10000","2025-12-21","1"
"4607","421294","421294","10000","2025-03-07","1"
"4608","267219","267219","10000","2025-11-21","1"
"4609","211189","211189","10000","2025-12-21","1"
"4610","151310","151310","10000","2025-03-28","1"
"4611","749092","749092","10000","2025-04-14","1"
"4612","757317","757317","10000","2025-05-07","1"
"4613","459162","459162","10000","2025-11-28","1"
"4614","206656","206656","10000","2025-08-14","1"
"4615","516504","516504","10000","2025-05-21","1"
"4616","799068","799068","10000","2025-03-28","1"
"4617","243302","243302","10000","2025-05-28","1"
"4618","372474","372474","10000","2025-12-07","1"
"4619","297697","297697","10000","2025-01-13","1"
"4620","670975","670975","10000","2025-10-28","1"
"4621","291580","291580","10000","2025-05-28","1"
"4622","382977","382977","10000","2025-01-13","1"
"4623","671070","671070","10000","2025-11-07","1"
"4624","687409","687409","10000","2025-09-21","1"
"4625","133965","133965","10000","2025-07-14","1"
"4626","733891","733891","10000","2025-02-27","1"
"4627","686920","686920","10000","2025-11-07","1"
"4628","791057","791057","10000","2025-11-14","1"
"4629","649534","649534","10000","2025-01-27","1"
"4630","701493","701493","10000","2025-07-21","1"
"4631","772901","772901","10000","2025-03-28","1"
"4632","794644","794644","10000","2025-10-28","1"
"4633","890482","890482","10000","2025-07-21","1"
"4634","358798","358798","10000","2025-02-06","1"
"4635","121185","121185","10000","2025-07-21","1"
"4636","702255","702255","10000","2025-01-13","1"
"4637","980315","980315","10000","2025-07-21","1"
"4638","892606","892606","10000","2025-10-14","1"
"4639","587495","587495","10000","2025-05-28","1"
"4640","651686","651686","10000","2025-08-14","1"
"4641","48331","48331","10000","2025-07-21","1"
"4642","228485","228485","10000","2025-04-21","1"
"4643","436636","436636","10000","2025-12-07","1"
"4644","290389","290389","10000","2025-08-21","1"
"4645","711177","711177","10000","2025-03-14","1"
"4646","335291","335291","10000","2025-10-07","1"
"4647","120173","120173","10000","2025-09-28","1"
"4648","811882","811882","10000","2025-05-21","1"
"4649","907460","907460","10000","2025-10-07","1"
"4650","278179","278179","10000","2025-09-28","1"
"4651","25227","25227","10000","2025-05-28","1"
"4652","455527","455527","10000","2025-05-07","1"
"4653","991589","991589","10000","2025-05-21","1"
"4654","432938","432938","10000","2025-10-14","1"
"4655","69544","69544","10000","2025-08-07","1"
"4656","606717","606717","10000","2025-12-28","1"
"4657","893683","893683","10000","2025-02-06","1"
"4658","330070","330070","10000","2025-05-07","1"
"4659","177545","177545","10000","2025-03-07","1"
"4660","162563","162563","10000","2025-08-28","1"
"4661","97075","97075","10000","2025-01-13","1"
"4662","647008","647008","10000","2025-07-21","1"
"4663","778877","778877","10000","2025-10-07","1"
"4664","965156","965156","10000","2025-08-07","1"
"4665","460069","460069","10000","2025-09-28","1"
"4666","442495","442495","10000","2025-05-14","1"
"4667","687761","687761","10000","2025-02-27","1"
"4668","58788","58788","10000","2025-10-21","1"
"4669","334522","334522","10000","2025-09-07","1"
"4670","425597","425597","10000","2025-07-28","1"
"4671","928407","928407","10000","2025-08-21","1"
"4672","746629","746629","10000","2025-10-14","1"
"4673","695392","695392","10000","2025-10-21","1"
"4674","743419","743419","10000","2025-10-07","1"
"4675","447005","447005","10000","2025-12-28","1"
"4676","65436","65436","10000","2025-04-07","1"
"4677","968906","968906","10000","2025-10-28","1"
"4678","805203","805203","10000","2025-09-14","1"
"4679","619470","619470","10000","2025-03-21","1"
"4680","117007","117007","10000","2025-11-28","1"
"4681","220734","220734","10000","2025-02-27","1"
"4682","816632","816632","10000","2025-05-21","1"
"4683","883862","883862","10000","2025-06-07","1"
"4684","578693","578693","10000","2025-11-14","1"
"4685","379201","379201","10000","2025-10-28","1"
"4686","43644","43644","10000","2025-05-14","1"
"4687","97332","97332","10000","2025-05-07","1"
"4688","779758","779758","10000","2025-11-21","1"
"4689","506151","506151","10000","2025-02-13","1"
"4690","37529","37529","10000","2025-09-14","1"
"4691","76693","76693","10000","2025-07-21","1"
"4692","791433","791433","10000","2025-10-28","1"
"4693","571007","571007","10000","2025-05-14","1"
"4694","247903","247903","10000","2025-06-07","1"
"4695","376687","376687","10000","2025-10-14","1"
"4696","520605","520605","10000","2025-06-28","1"
"4697","323196","323196","10000","2025-01-13","1"
"4698","17913","17913","10000","2025-07-07","1"
"4699","847074","847074","10000","2025-12-14","1"
"4700","896503","896503","10000","2025-08-07","1"
"4701","649038","649038","10000","2025-08-21","1"
"4702","781173","781173","10000","2025-12-28","1"
"4703","953124","953124","10000","2025-08-21","1"
"4704","472770","472770","10000","2025-05-21","1"
"4705","353728","353728","10000","2025-02-06","1"
"4706","613511","613511","10000","2025-07-21","1"
"4707","991353","991353","10000","2025-10-28","1"
"4708","476243","476243","10000","2025-03-28","1"
"4709","444452","444452","10000","2025-11-28","1"
"4710","423232","423232","10000","2025-05-21","1"
"4711","622239","622239","10000","2025-07-21","1"
"4712","786245","786245","10000","2025-08-21","1"
"4713","911716","911716","10000","2025-06-07","1"
"4714","570004","570004","10000","2025-07-21","1"
"4715","398502","398502","10000","2025-03-21","1"
"4716","457137","457137","10000","2025-01-13","1"
"4717","668245","668245","10000","2025-12-21","1"
"4718","907540","907540","10000","2025-05-21","1"
"4719","234506","234506","10000","2025-07-14","1"
"4720","165696","165696","10000","2025-07-07","1"
"4721","10854","10854","10000","2025-09-28","1"
"4722","126537","126537","10000","2025-01-20","1"
"4723","16835","16835","10000","2025-09-07","1"
"4724","597711","597711","10000","2025-10-21","1"
"4725","937549","937549","10000","2025-05-14","1"
"4726","270859","270859","10000","2025-03-28","1"
"4727","134626","134626","10000","2025-04-14","1"
"4728","829036","829036","10000","2025-04-21","1"
"4729","770180","770180","10000","2025-01-06","1"
"4730","768169","768169","10000","2025-04-14","1"
"4731","329492","329492","10000","2025-05-07","1"
"4732","746549","746549","10000","2025-11-07","1"
"4733","646888","646888","10000","2025-04-21","1"
"4734","374759","374759","10000","2025-02-20","1"
"4735","88884","88884","10000","2025-04-07","1"
"4736","142759","142759","10000","2025-11-21","1"
"4737","306644","306644","10000","2025-07-14","1"
"4738","815740","815740","10000","2025-04-14","1"
"4739","101843","101843","10000","2025-05-14","1"
"4740","481601","481601","10000","2025-07-07","1"
"4741","437914","437914","10000","2025-11-14","1"
"4742","111901","111901","10000","2025-05-07","1"
"4743","267364","267364","10000","2025-10-07","1"
"4744","942078","942078","10000","2025-12-21","1"
"4745","306840","306840","10000","2025-11-07","1"
"4746","384054","384054","10000","2025-09-28","1"
"4747","366583","366583","10000","2025-03-28","1"
"4748","448191","448191","10000","2025-01-06","1"
"4749","991587","991587","10000","2025-09-14","1"
"4750","992830","992830","10000","2025-10-28","1"
"4751","541320","541320","10000","2025-06-28","1"
"4752","515011","515011","10000","2025-09-28","1"
"4753","10438","10438","10000","2025-08-28","1"
"4754","236501","236501","10000","2025-04-14","1"
"4755","94341","94341","10000","2025-08-28","1"
"4756","545927","545927","10000","2025-04-07","1"
"4757","908642","908642","10000","2025-08-28","1"
"4758","857228","857228","10000","2025-06-21","1"
"4759","797092","797092","10000","2025-11-07","1"
"4760","321582","321582","10000","2025-08-07","1"
"4761","723833","723833","10000","2025-05-28","1"
"4762","292678","292678","10000","2025-09-07","1"
"4763","332565","332565","10000","2025-05-14","1"
"4764","553205","553205","10000","2025-09-07","1"
"4765","244403","244403","10000","2025-05-14","1"
"4766","641114","641114","10000","2025-03-28","1"
"4767","987476","987476","10000","2025-06-21","1"
"4768","781636","781636","10000","2025-09-21","1"
"4769","971565","971565","10000","2025-11-28","1"
"4770","341067","341067","10000","2025-08-14","1"
"4771","995398","995398","10000","2025-09-28","1"
"4772","152573","152573","10000","2025-07-14","1"
"4773","628681","628681","10000","2025-12-28","1"
"4774","94538","94538","10000","2025-03-28","1"
"4775","243763","243763","10000","2025-04-21","1"
"4776","595131","595131","10000","2025-02-06","1"
"4777","503896","503896","10000","2025-12-21","1"
"4778","13573","13573","10000","2025-02-13","1"
"4779","718690","718690","10000","2025-01-27","1"
"4780","204843","204843","10000","2025-11-21","1"
"4781","342961","342961","10000","2025-10-07","1"
"4782","702195","702195","10000","2025-10-21","1"
"4783","891717","891717","10000","2025-03-21","1"
"4784","793689","793689","10000","2025-09-07","1"
"4785","538474","538474","10000","2025-11-28","1"
"4786","176880","176880","10000","2025-12-28","1"
"4787","762931","762931","10000","2025-04-07","1"
"4788","681860","681860","10000","2025-03-14","1"
"4789","328994","328994","10000","2025-03-07","1"
"4790","708445","708445","10000","2025-05-21","1"
"4791","546642","546642","10000","2025-12-14","1"
"4792","49662","49662","10000","2025-06-21","1"
"4793","572812","572812","10000","2025-12-21","1"
"4794","19543","19543","10000","2025-05-14","1"
"4795","491523","491523","10000","2025-03-07","1"
"4796","123716","123716","10000","2025-09-14","1"
"4797","986017","986017","10000","2025-12-14","1"
"4798","108993","108993","10000","2025-02-13","1"
"4799","369298","369298","10000","2025-11-07","1"
"4800","548569","548569","10000","2025-11-07","1"
"4801","712058","712058","10000","2025-07-21","1"
"4802","138988","138988","10000","2025-08-14","1"
"4803","30878","30878","10000","2025-06-14","1"
"4804","964239","964239","10000","2025-09-21","1"
"4805","14679","14679","10000","2025-02-06","1"
"4806","889629","889629","10000","2025-10-07","1"
"4807","225470","225470","10000","2025-06-14","1"
"4808","797926","797926","10000","2025-08-28","1"
"4809","71196","71196","10000","2025-11-21","1"
"4810","953291","953291","10000","2025-07-28","1"
"4811","920522","920522","10000","2025-02-13","1"
"4812","401151","401151","10000","2025-11-07","1"
"4813","204528","204528","10000","2025-01-06","1"
"4814","387225","387225","10000","2025-12-21","1"
"4815","828666","828666","10000","2025-05-14","1"
"4816","619269","619269","10000","2025-05-07","1"
"4817","497039","497039","10000","2025-12-14","1"
"4818","23538","23538","10000","2025-03-21","1"
"4819","232409","232409","10000","2025-07-28","1"
"4820","138126","138126","10000","2025-05-14","1"
"4821","401354","401354","10000","2025-04-21","1"
"4822","364584","364584","10000","2025-01-06","1"
"4823","920606","920606","10000","2025-09-07","1"
"4824","592770","592770","10000","2025-06-14","1"
"4825","510533","510533","10000","2025-12-14","1"
"4826","630992","630992","10000","2025-09-28","1"
"4827","144234","144234","10000","2025-07-07","1"
"4828","319723","319723","10000","2025-12-21","1"
"4829","501932","501932","10000","2025-12-14","1"
"4830","757254","757254","10000","2025-12-14","1"
"4831","658692","658692","10000","2025-07-28","1"
"4832","348061","348061","10000","2025-04-28","1"
"4833","780388","780388","10000","2025-07-14","1"
"4834","236865","236865","10000","2025-07-14","1"
"4835","33949","33949","10000","2025-03-07","1"
"4836","285515","285515","10000","2025-07-21","1"
"4837","185559","185559","10000","2025-01-06","1"
"4838","240174","240174","10000","2025-01-13","1"
"4839","362908","362908","10000","2025-01-06","1"
"4840","982349","982349","10000","2025-05-14","1"
"4841","617546","617546","10000","2025-05-14","1"
"4842","262740","262740","10000","2025-02-13","1"
"4843","476043","476043","10000","2025-02-13","1"
"4844","755255","755255","10000","2025-01-13","1"
"4845","690179","690179","10000","2025-02-27","1"
"4846","814657","814657","10000","2025-05-28","1"
"4847","858757","858757","10000","2025-09-07","1"
"4848","785309","785309","10000","2025-01-20","1"
"4849","103284","103284","10000","2025-01-27","1"
"4850","840195","840195","10000","2025-02-06","1"
"4851","699184","699184","10000","2025-04-14","1"
"4852","409436","409436","10000","2025-11-14","1"
"4853","32009","32009","10000","2025-02-13","1"
"4854","375289","375289","10000","2025-05-14","1"
"4855","385881","385881","10000","2025-11-14","1"
"4856","193099","193099","10000","2025-12-14","1"
"4857","47933","47933","10000","2025-06-21","1"
"4858","722711","722711","10000","2025-11-21","1"
"4859","927058","927058","10000","2025-02-06","1"
"4860","472990","472990","10000","2025-08-21","1"
"4861","960927","960927","10000","2025-08-21","1"
"4862","293590","293590","10000","2025-09-28","1"
"4863","45779","45779","10000","2025-11-14","1"
"4864","358031","358031","10000","2025-08-07","1"
"4865","950383","950383","10000","2025-06-07","1"
"4866","203424","203424","10000","2025-12-14","1"
"4867","623193","623193","10000","2025-12-28","1"
"4868","359036","359036","10000","2025-02-13","1"
"4869","58894","58894","10000","2025-10-28","1"
"4870","88138","88138","10000","2025-12-14","1"
"4871","7264","7264","10000","2025-02-20","1"
"4872","730980","730980","10000","2025-09-14","1"
"4873","380187","380187","10000","2025-11-14","1"
"4874","775920","775920","10000","2025-03-07","1"
"4875","265660","265660","10000","2025-03-14","1"
"4876","657539","657539","10000","2025-11-21","1"
"4877","916827","916827","10000","2025-04-07","1"
